,id,text,og_svm,mcad_svm,chatgpt_svm,flan_svm
301,1908,https://t.co/aiCmp4tdNr    There are no depths to which Bojo will sink. I wish someone would blast 'Scotland The Brave' outside his residence everyday. Playing bagpipes. :)  #Scotland #borisjohnson #BorisJohnsonShouldNotBePM,1,1,0,1
302,4768,Chal hatt #Rapist supporter BJP KA DALAL https://t.co/zZv7ud1h4G,1,1,1,1
303,1260,@teluguinnews #DoctorsFightBack  #DoctorsProtest #India  Junior doctors in #Telangana hold protests in support of West Bengal doctors - India Today https://t.co/a3wklhw7J9 #WestBengal,1,1,0,1
304,1097,#CWC19 #WC2019WithTimes #ICCWorldCup2019 #ShameOnICC @ICC should hold famous indian 'Denga Pani' world cup in this weather rather than #CricketWorldCup2019 #cricketlive @BCCI @CricketNDTV @Sports_NDTV @BBCSport @ECB_cricket #INDvPAK #INDvsPAK #INDvNZ #CricketKaCrown,1,1,0,1
305,4681,@WhiteHouse Deranged display of fake patriotism.     Meanwhile @senatemajldr and Dump sell the country behind close doors to highest bidders.     #FuckTrump https://t.co/OXSr9DVQrM,0,1,0,0
306,6751,Akbaruddin Owaisi returns home to Hyderabad. @imAkbarOwaisi  #AkbaruddinOwaisi #Hyderabad #AIMIM #Telangana,0,0,0,0
307,3126,@_TheRealOJ32 @LD_Allan I think you are a #murderer,1,1,1,1
308,3609,"“I think I’d like to hear it,” - Trump when asked if he would accept foreign opposition research aid.      You are not being a patriotic American if you still support Trump. He is fucking all of America over, including you.     #fucktrump #TrumpIsACriminal #TrumpIsADisgrace",1,1,1,1
309,6985,What is the definition of Minority?    What are the parameters to identify Minority?    Who is Minority in these States    #OneLawOneConstitution Campaign will be launched on 6th July 6pm from India Gate.    Pl join with family & friends     #एक_विधान_एक_संविधान मांग रहा है हिंदुस्तान,1,0,0,1
310,6420,"When it all comes down to it we all want the same, Jobs health education and peace,  FFS just give NI the Backstop and let GB leave the CU&SM until they get a future trade agreement just do the right thing.",0,0,0,0
311,1426,Who's next on the hit list? #SarahSandersResigns   #TrumpCrimeSyndicate #TrumpAdministration   #TrumpIsATraitor #CorruptGOP #TrumpMustResign https://t.co/qotxtcfs6O,1,1,0,1
312,3776,"@ericswalwell Have you moved from 0% chance to at least 1% in the polls as a result of this very pathetic ad?? 😂  You keep embarrassing yourself time after time, it’s priceless! #douchebag 🤡🤡",1,1,1,1
313,3498,#ShameOnICC wondering the number of gaalis ICC is going to get in case IND-PAK match is cancelled on account of rain!!,1,1,1,1
314,3710,Vigilantes Helped Steve Bannon’s Group With Private Border Wall Near El Paso #Resist #ResistTrump #FuckTrump https://t.co/vFmZgeb5CI,0,1,0,0
315,5474,"Dear @AOC, are you 35 yet? America needs you in the White House. Sincerely, the United States of America. Please and thank you #fucktrump #aoc https://t.co/9PF9UPbFuM",0,1,1,1
316,3754,"@ICC should have so many better options to stop rain 😁 ,But they are not willing to doing anything.#ShameOnICC https://t.co/gaKtXNUZVi",0,1,0,0
317,2181,"#BCCI You guys are truly assamed of you the indipendent body and representing the country whose has this much cricket fans,   Be strict and stand with #DhoniKeepsTheGlove ,",1,1,1,1
318,1237,"Aw, come on, man! @realDonaldTrump getting trolled on his birthday? 🎂 Son of a bitch! On #JohnMCainDay?! Aw, damn it! Looks like #WreckItRalph is going to crash the party tonight.     #TrumpCriminalInvestigations #TrumpBirthday #TrumpIsATraitor #FactsFirst #FlagDay #FathersDay https://t.co/PljQIjnQQJ https://t.co/sbDmJCMJT6",1,1,1,1
319,2740,@newtgingrich your @Newsweek opinion piece is a joke...just like you.    https://t.co/az1C7U2elj    #fucknewtgingrich #fucktrump #fuckthegop #draintheswamp #voteoutgop #gop #politics,1,1,1,1
320,2973,Bengal healthcare in coma as over 700 doctors quit!  #DoctorsFightBack  #Savethedoctors https://t.co/gTOkSy1yBF,1,1,1,1
321,4690,Zaghari-Ratcliffe’s husband 'resented Boris Johnson'    https://t.co/T9EE7R4Jve  #BorisJohnsonShouldNotBePM   #FreeNazanin,1,1,1,1
322,4431,#FuckTrump  DEMS SUCK  DEMS SUCK https://t.co/f7lWYCsrBN,1,1,1,1
323,114,I urge every Indian to send mail to icc at enquiry@icc-cricket.com with this image asking them why he can’t keep the logo on that glove ?   #DhoniKeepTheGlove  #DhoniKeepsTheGlove https://t.co/OYP3eJcGCt,1,1,1,1
324,4051,"@realDonaldTrump You're as delusional as ever. The economy sucks.  No healthcare.  Funding cut to Medicare, schools and Special needs children and adults.  Your so called 'wall' is a joke.  You are responsible for the kidnapping &amp; murder of innocent refugee children.  #Murderer  #WeakLoser",1,1,1,1
325,2136,#ShameOnICC #CWC19 #CWC2019     *Rain Conditions Explained* https://t.co/Sfi4pzuxIX,0,1,0,0
326,560,"Payday lenders switched their trade show to a Trump hotel and sent Trump at least a million bucks, then he gave them carte blanche to make billions preying on poor people #Resist #ResistTrump #FuckTrump https://t.co/yGOalOeRrn",1,1,1,1
327,2481,#DonaldTrump Has Sold Out America To The Fricking Enemy Russian Commie Soviet 'REDS'  #MoreSanctionsOnRussia 'NOW'  #FuckTrump  Nuff Said ! .😠 https://t.co/hYPhOaUrcw,1,1,1,1
328,4406,"There should be only one punishment for #Rapists, hang them till death in public.  And the supporters of #Rapist (religious or political) should rot in jail until they become Humans.    #TwinkleSharma, #Asifa, #UnnaoVictim &amp; all Rape Victims should get justice asap.     #KathuaVerdict",1,0,1,1
329,3848,@clevelanddotcom #ImpeachTrumpNow   #ImpeachmentInquiryNow #fucktrump   #TraitorTrump #RussianAsset #GOPTraitors #NationalJohnMcCainDay #NationalSecurity threat #CriminalInChief   #ImpeachTheMFTraitor,1,1,0,1
330,5932,'My prime focus this morning is to speak as loudly and confidently as possible whilst actually spouting the most incoherent stream of shit conceivable.',1,0,1,1
331,2008,Do you want to see today @msdhoni like this sir @sachin_rt ?    #AskStar #sachinopenagain #INDvAUS #WorldCup2019 #live #msdhonigloves #DhoniKeepsTheGlove https://t.co/E05fjfROCC,1,1,1,1
332,3794,https://t.co/mN9i1OwGg1 They should have got #MrBlobby to take his place. He talks about as much sense as #BorisJohnson does. #BorisJohnsonShouldNotBePM,0,0,0,0
333,4274,@NSoames @BorisJohnson He can do a speech about sheep and sharks though #BorisJohnsonShouldNotBePM,1,1,1,1
334,2729,@DavidWohl You fool .  Blocked! #TrumpIsATraitor #ImpeachTrumpNow https://t.co/EZx926HFtV,1,1,1,1
335,1104,@matthwatson @TheRealOJ32 We know the real OJ. #murderer,1,1,1,1
336,5830,@realDonaldTrump @senatemajldr @MarkWarner No patriotic American will ever stop wanting to see criminals behind bars.    #LockTrumpUp  #ImpeachmentInquiryNow   #ImpeachTrump   #ImpeachBarr   #ImpeachMnuchin  #TrumpIsATraitor,0,0,0,0
337,5403,@ACTBrigitte Ahhh did trump's feelings get hurt?  Too bad it's #JohnMcCainDay #JohnMcCainDayJune14 and trump is #DerangedDonald #TrumpIsATraitor #TrumpsAnInternationalDisgrace #SarahSandersLied #ditchmitch #TrumpMustResign #LawlessPresident #JohnMcCainDay #FridayThoughts,1,1,1,1
338,1394,@realDonaldTrump Not like Crif???🤷‍♂️  #SenileAF #StableGenius #racist #rapist #pervert #treason #Resist #UnstablePresident #25thAmendmentNow https://t.co/U3U26unzbB,1,1,1,1
339,2122,@BleacherReport @brhoops Literally have seen 7th grade girls basketball with FAR better shooting technique and overall look than this bozo.  #douchebag,0,1,0,1
340,3920,@marcorubio Mohamed Bin Salaam - #murderer #liar    Iranian Clerics- murderers liars    Don Trump - #compulsiveliar #cheater #thief     See the problem? It was bound to happen.,1,1,1,1
341,5585,@KP24 @ICC can see @msdhoni badge but doesn't see the ground was not covered.  Most developed Country in 🌏 and call 🏏 as the national sports Yet can't do anything for the biggest tournament. Learn something from #EdenGarden  #ShameOnICC #WorldCup2019 #iccraincup2019 #CricketKaCrown https://t.co/TKfg1rJPeh,0,1,0,0
342,5882,Some Democratic presidential candidates have committed to end Trump's Muslim Ban on day one of their presidency – but all of the candidates need to do the same.    We call on every participant in this week's #DemDebate to join them. #RepealTheBan,1,0,1,1
343,5146,"#SkyNews   #BorisJohnson  What about your distasteful comments about #Muslimwomen   #BorisJohnson Is #AntiMuslim #islamaphobic   He will also bring his father,  brother and sister into Downing Street , a Johnson dynasty,  just like #Trump 🙀🤢 https://t.co/rxXMxSaaU6",1,1,1,1
344,1794,“They call me free but I call me a fool” -Train   #words #word #writing #nightwriting #nighttime #poetry #poem #thoughts #questions #love #life #humans #fucktrump #resist #hope #doubt #train #free #ihbp #lmg @ Isle… https://t.co/xZvJF8J0gc,1,1,0,1
345,2504,@realDonaldTrump #FuckTrump #BollocksToBoris     Meet the 'Dimmer' twins!! https://t.co/HJvajc0jjS,1,1,1,1
346,1819,Vox Sentences: “Nothing wrong with listening” #Resist #ResistTrump #FuckTrump https://t.co/OXNdZhnTKj,0,1,0,0
347,3959,This bozo is happy for the country to have a PM deciding how much scrutiny he gets. The less the better it appears. 🙄FFS. #BorisJohnsonShouldNotBePM https://t.co/SosAKxtGSG,0,0,0,0
348,69,Throwback to the time when Pak dedicated an entire match to its army and the ICC didn't even flinch. India must not be pressured by ICC and change #Dhoni gloves. Don't let Pak win. Boycott the WC India!    #DhoniKeepTheGlove #DhoniKeepsTheGlove #DhoniKeSaathDesh #DhoniKeepTheGloves https://t.co/pcJdN21liN,0,1,0,0
349,2304,"@TJGIII @hmgave @DeWayneLehman @meridithmcgraw @SquawkCNBC For the first time in 9 years, our economy has dropped from 1st to 3rd.     #FUCKTRUMP",0,1,0,1
350,2714,@RepChrisStewart ——    @RepChrisStewart hitched himself to the #TrumpTrain of lies today.      Chris will get an education as he’s dragged through the mud.     Sad!    #VoteBlueNoMatterWho   #TrumpIsATraitor     ——-,1,1,1,1
351,2462,dating moms taking young dick video asian doctor chubby chinese pussy angela sora fuck lesbian pic.twitter.com/73dNc6cjJS,1,1,1,1
352,4612,Great round up of last night's televised debate by @JohnJCrace. Can we say that democracy is dead yet? #C4Debate #Brexit #BorisJohnsonShouldNotBePM    Silence is golden as Boris's lectern wins Tory televised debate | John Crace https://t.co/4j7piqReEh,1,1,1,1
353,3916,@RepDLamborn Liar! You have no rights to make decisions on behalf of women. This is NOT infanticide but the kids YOU are killing at the border is indeed. #murderer,0,0,0,0
354,2170,And the World Cup goes to ICC !!!  #ShameOnICC @ICC,1,1,1,1
355,535,"I'm laughing so hard, I can barely type this. I was literally threatened with this:     'Crawl back in to the hole you live in or face the wrath of the #Scottbaioarmy '     What do you think CHACHI will do? #Resisters  #Resistance #TrumpIsATraitor",1,0,1,1
356,5675,@goodoldcatchy This is all accurately perfectly written —But calling him a pervert isn’t exactly good enough.  He’s a #Racist #PussyGrabbing #Misogynistic #Pedophile #Rapist      @POTUS,1,1,1,1
357,6263,Majority of these are fake news. 'Muslim ban' was countries where terrorist were operating. 'Mexicans are rapists' was referring to the smugglers. Even Huffpost said 80% women and children are raped crossing the border.,0,1,1,0
358,3361,"Trump, Forgetting Jonah Incident, Admits To Talks With Prince Of Whales #Resist #ResistTrump #FuckTrump https://t.co/QcNQs4Ea69",1,1,1,1
359,3851,Mr Johnson as Mayor of London. And this man could be our Prime Minister. #BorisJohnsonShouldNotBePM #ToryLeadershipElection https://t.co/Oltd7JC4EG,0,1,1,0
360,4418,#etsy shop: Benedict Donald so called president is a traitor Short-Sleeve Unisex T-Shirt https://t.co/cFqiGN6kbT #clothing #shirt #streetwear #trump #impeach #treason #traitor #fucktrump #impeachtrump https://t.co/g59Zi4jx3D,1,1,1,1
361,1278,"Between this fight of TMC &amp; BJP, these doctors are paying price of doing their work with dedication.    A junior doctor in BHCM was beaten to an extent that his skull fractured and he is fighting for his life in ICU.    I fully support #DoctorStrike.🙏    #SaveBengal #DoctorsFightBack https://t.co/ZiT8qUzVEZ",1,1,1,1
362,1384,https://t.co/SV0zkbLaNZ    Written by one of the protesters in Kolkata. Read through their agony and pain.   #BengalDoctorsStrike #DoctorsProtest #DoctorsFightBack  #DoctorsStrike #DoctorsUnderOppression https://t.co/BrEbPYoZfO,1,1,1,0
363,4903,"I was at a self check out in a grocery store a few minutes ago. 3 guys behind me are saying; Look at her left hand, she's single. Should we rape her?' This is Trump world, where raping can be discussed at the store. #FuckTrump #ImpeachTrump",1,1,1,1
364,833,If England can do this  so why not india can do this   #ICC #Balidan #DhoniKeepsTheGlove https://t.co/Hfj3HklEfu,1,1,0,0
365,2680,@JeffreyToobin Look at him...enjoying life...He robbed 2 people of theirs and couldn’t care less...#Murderer,1,1,1,1
366,3620,@BrexitBin @guyverhofstadt I wonder if this nitwit has ever bought a car on the never never and refused to pay for it after taking delivery claiming “it’s my money”. #dickhead,1,1,1,1
367,6958,I urge my fellow Indians to wholeheartedly support the #JalShaktiAbhiyan.     Let us leave no stone unturned in strengthening the mass movement to conserve water. #JanShakti4JalShakti,0,1,0,0
368,5607,@realDonaldTrump I just threw up in my mouth a little bit. #Montana #ImpeachDonaldTrumpNOW #TrumpIsATraitor,1,1,1,1
369,821,If you curl 55lbs in a squat rack you might be a #douchebag,1,1,1,1
370,5466,"@TheRealOJ32 After I tell you to rot in hell, I’ll go back to pretending you’re there already. #murderer #abuser",0,1,1,0
371,882,"@indian_gokul @narendramodi This man completely nailed Mamata, her politics and her hypocrisy. #DoctorsFightBack https://t.co/yvSI1nr5Zp",1,1,1,1
372,373,@TomLondon6 the phwaarr factor i.e making a noise with your mouth but not saying anything    #BorisJohnsonShouldNotBePM,0,1,0,0
373,1761,#ShameOnICC  @BCCI @cricketaakash @cricketworldcup @ICC        🇮🇳#INDvPAK🇵🇰             #16June         #Manchester  Is that Possible for Biggest Battel On English Ground.....#icc😴😴😟😒 https://t.co/hW7GrxlpfC,1,1,1,1
374,1093,This is so disturbing #murderer  #nurse   https://t.co/ldUPB9hk8Y,1,1,1,1
375,4807,@BethRigby @RoryStewartUK He’s a #dickhead,1,1,1,1
376,4006,Trump admin's case for census question is bogus #Resist #ResistTrump #FuckTrump https://t.co/PgjzkPooun,1,1,1,1
377,4389,"Trump wants to paint air force 1.   No doubt some gaudy  over the top paint job. Hes got zero taste for a guy that thinks hes a design genuis. Its always loud obnoxious designs that he thinks looks classy.  Leave it alone , crazy person.   #TrumpisaTraitor",0,0,1,1
378,4121,With no doubt this is a total insane and illiterate behavior.     https://t.co/OReHVIt9hZ    #imranhataomulkbachao #ShanghaiCooperationOrganisation,1,1,0,1
379,1277,#ShameOnICC  Britain better pray that #INDvPAK doesn't get rained out.     There will be riots otherwise.,0,0,0,0
380,4740,@realDonaldTrump The US military is not briefing the Deranged Donald Trump on major cyber warfare operations against a hostile foreign power because they do not trust the president not to betray those operations to that hostile foreign power. #TrumpIsTheEnemyOfThePeople #TrumpIsATraitor #MAGA,1,1,1,1
381,2679,@yohiobaseball @TheLastRefuge2 #BoycottChina if you want a system of fair and reciprocal trade.,0,1,0,0
382,3640,"@realDonaldTrump This daft orange shitgibbon has no clue how tariffs work. China or whatever country doesn't pay for it, the country  IMPORTING the product pays for and that is passed right along to the consumer. Tariffs rip even more money out of U.S. consumer's wallets. #FUCKTRUMP #ResignNow",0,1,0,1
383,845,Who was talking about 'audacity' again?  #DoctorsFightBack #DoctorsProtest #DoctorsStrike https://t.co/9cbvMApDWb,1,1,1,1
384,4076,"Hey, Jack.  Yoohoo, yes you, J€rk Off!!  What's with #ChaoChow's connections, eh?  You two'se skimmin' are ya?  Like you takin' #US as your personal cash machine?  Is that it, #douchebag?  #KochBrothers got a ring in your nose?? https://t.co/IDBPOXRmLw https://t.co/M00c8heKNa",1,1,1,1
385,2271,"For cricketer like Sunil Gavaskar world cup is everything! #shame   Let any team win world cup, we don't care. We care for pride and self respect of our Army / Nation first.  @sardanarohit   @ICC @BCCI @cricketworldcup @ICCMediaComms @msdhoni   #DhoniKeepTheGlove #DhoniKeepsTheGlove https://t.co/YTwfS3HreU",1,1,1,0
386,4994,"So the @ICC thinks that showing a religious practice on the ground is okay, but wearing one's military badge of honour is harmful!  #ShameOnYouICC   #DhoniKeepsTheGlove https://t.co/PgzSCzw6ff",1,1,0,0
387,3130,@gailendavid @PressSec @realDonaldTrump They're going to quickly throw her ass in a retirement home and be done with her as soon as they get the chance. #FUCKTRUMP,0,1,0,0
388,5597,@PaulJHenshaw @radi_georgi @DevonRexUK1 #Dickhead as an alternative... https://t.co/xAfY4gR28p,1,1,1,1
389,4621,Ways and Means Committee Chair Doesn’t Want Medicare-for-All Hearing to Mention “Medicare for All” #Resist #ResistTrump #FuckTrump https://t.co/jNLPRWNDU0,1,1,0,1
390,5505,#GandiNaaliAbuse  How can a PM of a country be abused like this.?Gande keede hi Gande Nale ki baat karenge,1,0,1,1
391,4712,"@Emmabarnett MPs who support a candidate with serial misbehaviour to be PM (#BorisJohnsonShouldNotBePM ) will face the music when they come for re-election. #BorisJohnson is the blankey blank candidate who can't be bothered to defend what he is suppose to stand for, so why back a blank brain?",0,1,0,0
392,6824,It looks like Petrol Pump guys ,1,1,1,1
393,6857,Mohammad Sabir gave #TripleTalaq to Zainab when she asked ₹30 to purchase vegetables & beaten her on road. FIR registered u/s 498A in Noida.    Sabir has 4 children over 9 yr of marriage.,1,1,0,1
394,2568,Let's get #TrumpIsATraitor trending?,1,1,1,1
395,175,@realDonaldTrump Has she gone looking for any remaining fragments of her soul? #Trump #TrumpIsATraitor,1,1,1,1
396,1622,@ICC i think u do have some work rather than seeing on dhoni's gloves...if u don't have then i can suggest u to improve the quality of ur great umpires ..plz go and improve the quality bcz #DhoniKeSaathDesh   #DhoniKeepsTheGlove   #BalidanBadge,0,0,0,0
397,1154,Why in the hell is OJ Simpson on Twitter now???? Who would be stupid enough to follow him on here or even tweet to him?? #Murderer,1,1,1,1
398,4341,"@Hephaestus7 #EstherMcVery said, only yesterday, that drug addicts use food banks to fuel their addiction.  She isnt sorry. And we wouldnt accept an apology anyway.  The only thing we will accept is a trial.    #Murderer #Austerity #JusticeNow #Criminal #UniversalCredit #DisabilityLivingAllowance",0,0,1,0
399,1285,@ShefVaidya @MamataOfficial It is really if you got stroke any one is delaying to give treatment you come to know so support @MamataOfficial #DoctorsFightBack,1,1,1,1
400,2419,@republic Abusing Modi who is taking Bharat on top ranking on world map Shame #GandiNaaliAbuse,1,1,1,1
401,5987,Johnson you liar. You don't give a flying one for the Irish,1,1,1,1
402,5279,' #KenBurns wants ALL of us to remember Donald Trump’s extreme response to the Central Park Five case.'   #FUCKTRUMP  🖕🖕🖕#impeachtrump #CP5 #deathpenalty #realDonaldTrump #slavepatrol #system #rikersisland #judges #court #LindaFairstein #ElizabethLederer https://t.co/q4am4ttWVi,1,1,1,1
403,6178,Germany/Belgium/Bosnia Herzegovina: #Germany hands over a #Bosnian national to #Belgium in connection with the #November 2015 #ParisAttacks #terrorism #BREAKING http://sdb.esisc.org/Incident/View/ca167607-a160-4563-a0d4-ec5bdecabc4e …,1,1,0,1
404,5636,@CityNews @Twitter I think he's done quite enough already #Murderer #OJSimpson,1,1,1,1
405,665,@zerohedge Trump trying to take us to another war! #fucktrump #maga #magaidiotsareidiots #FalseFlag #trumpdistractons #trumpsucks,1,1,1,1
406,6251,"Lol...anyways..MUSLIMS invented flying donkey, flat earth, sex with goats, donkeys and minors girls. We definately wont be doing that. No one else would do it.",0,1,0,0
407,2785,"Well, well, well--the first domino has fallen. See: Former White House aide Hicks agrees to testify to House panel investigating Trump https://t.co/bbNSM6xVuc  #TrumpObstructedJustice #TrumpisaTraitor",1,1,0,1
408,4252,"@TheRealOJ32 Repent, you devil. #MURDERER",1,1,1,1
409,4710,"@matthewamiller Because there are no consequences to individual #1. He basically advertised for free on TV that he is open to foreign help.  Case by case, using what criteria? 🤔  #TrumpIsACriminal  #ImpeachDonaldTrumpNOW #TrumpIsATraitor",0,1,0,0
410,5247,Trump and his fascist regime are destroying our country. #FuckTrump #TheLiberalResistance #LiberalResistance https://t.co/nZ1Y42357T,1,1,1,1
411,1357,"Fact Four  @RoryStewartUK makes documentary aired on BBC2 and wins Scottish BAFTA  #BorisJohnson presents history television show. Then produces a sequel, through his own production company,  #roryforleader #BorisJohnsonShouldNotBePM",1,1,1,1
412,4791,@The_OJSimpson32 You are a murderer. We will NEVER forget. You will get your justice when you meet your maker. #MURDERER #NicoleBrownSimpson,1,1,1,1
413,3066,@VoiceofmyBharat 700 doctors have quit in Bengal. 700.    Bsdk when are you planing to speak on this?     #SaveBengal #DoctorsFightBack,0,1,0,0
414,3236,#DhoniKeepsTheGlove instead of focusing on Dhoni’s gloves ICC should focus on improving umpiring.,1,1,0,1
415,4119,"Hi Indians 👋  Will Mr. Dhoni today use controversial gloves being a patriot which are banned by ICC ???  If Your Answer is No, than start strike in india and force Modi and BCCI to stop Indian team to Play WC.    #CWC19   #INDvAUS   #DhoniVsICC   #DhoniKeepsTheGlove   #IndiaWithDhoni",0,1,0,0
416,3826,"ICC didn't give the permission to Dhoni to wear the glove with the Balidaan badge. We all know what happens when people mess with Kohli. Now, we'll see what happens when you mess with Dhoni.  #DhoniKeepsTheGlove #WorldCup   Remember this tweet.",0,0,0,0
417,3019,I seriously feel @MamataOfficial has gone mad ans lost mental balance. I never seen any CM in my whole life who goes to protest site and threaten protestors. Never ever in my life.     #DoctorsFightBack,1,1,1,1
418,3401,Mine is also country. @BCCI @ICC #DhoniKeSaathDesh #DhoniKeepTheGlove #DhoniKeepsTheGlove #Dhoni #DhoniKeepBalidaanBadgeGlove https://t.co/zA98NJBCU4,1,1,1,0
419,1916,"@wsyx6 @realDonaldTrump #FuckTrump we don't claim him, in the Gemini World!",1,1,0,0
420,2358,@TheTweetOfGod Special Birthday Song for Drumpf! #fuckTrump    https://t.co/xUJXn58XyC,1,1,1,1
421,2421,"Personally, I say lets go the whole hog & get @BorisJohnson elected to PM. Him & #Trump would be a bumbling comedy double act destroying lives & the planet but making great TV! After all, it's not about policy, it's about personality & pandering to fear. Fuck your kids future! ",0,1,0,0
422,4385,Welcome to ICC (Islamic Cricket Council) where Pakis offering namaz is peaceful &amp; obedient af.But Dhoni’s gloves with balidan(sacrifice) badge is offensive &amp; ‘against the rules’.    #DhoniKeSaathDesh #IndiaWithDhoni #keepthegloves #DhoniKeepsTheGlove #BoycottWorldCup #BoycottICC https://t.co/TfNZkG1A4U,0,1,0,0
423,4273,"Dear @ICC you may try removing the Army insignia from @msdhoni's Glove,  But you can not remove his love for nation from his heart!  We people of India are with Dhoni always ❤🇮🇳 #IndiaWithDhoni  #DhoniKeepsTheGlove #BalidanBadge https://t.co/WKomUqUBK3",1,1,0,0
424,4760,"Bojo is a dessembler extraordinaire , call him on his lies ! #BorisJohnsonShouldNotBePM #borisisaliar #borisbehindbars https://t.co/XrsJTwsv7u",1,1,1,1
425,4513,@MidWalesMike @jeremycorbyn Ahh yes. The Tories are responsible for Ford deciding not to make any more engines.  I get it now. #dickhead,0,0,0,0
426,6335,"Yeah, even Muslims don’t eat other than halal but loves to sex with Hindu women, here no halal ",0,0,0,0
427,6292,"Or Tory strengthening and no need for Arlene and bored in Irish Sea and move on , he will dump DUP if he can and problem sorted",0,1,1,0
428,2871,Fuck this noise pic.twitter.com/hagsuY2IEC,1,1,1,1
429,2492,Keep it moving #TrumpIsATraitor #ImpeachmentInquiryNow https://t.co/Q0rsoNgRPc,0,1,0,0
430,4901,Have you never been to a doctor? Do you not know even ONE ? Does it embarrass you that we're not a matter as hyped up as  #PrayForParis? Or are you just violent &amp; sick enough to believe that doctors deserve what they get?    You should be ashamed.  #DoctorsFightBack #IstandwithNRS,1,1,1,1
431,2928,A long fucking time ago! #fucktrump the lying orange idiot https://t.co/zKOrkUmI6j,1,1,1,1
432,6277,Less bin&same sex marriage not ethics recycle of nature epic in democracy.less ss bin vot bank more judged us.We make begur them in society&UNESCO.Bcs they are not born new purely soul of light. It's death mother purely soul of light and inner emotion of nature love ethic.,0,0,0,0
433,4120,Caption Needed.   #ImranKhanPrimeMinister #imrangoldsmith #imranhataomulkbachao https://t.co/J1OqUERp0C,1,1,0,1
434,4872,"Seen at the Rally yesterday.     Translation : Why should we leave hostel? Is it your party office? In order to enter into this hostel, one needs to clear NEET exam, and you don't have such capability.    #SaveTheDoctors #SaveTheSaviours #DoctorsFightBack https://t.co/gqYMf8CfTe",1,1,1,1
435,3384,@ICC @cricketworldcup what is this icc..is there  no religious practice in cricket field?? How can u partial towards nation and different rule for different country? #ShameonICC https://t.co/OPS21dgAMY,1,1,0,0
436,2658,@DearAuntCrabby @pkb50 #TrumpIsATraitor  #McCainsAHero #HappyJohnMcCainDay and do not forget #PenceKnewEverything,0,0,0,0
437,354,AIIMS Delhi doctor continues protest against Bengal violence wearing helmet in viral photo https://t.co/CbMlxmCv9f  #SaveBengal #Savethedoctors #HinduSamrajyaDiwas #DoctorsFightBack,1,1,1,1
438,6407,"Try serving non halala meat to person practicing Islam and then tell food has no religion you hypocrites ,",0,0,0,0
439,1322,I can't believe this is real. #trump #douchebag #pride2019 #Pride #PrideMonth #mikepence https://t.co/iUQ7p1RI6F,1,1,1,1
440,3368,@realDonaldTrump is still presisent. Is there anything we can do about making him ex-president? #NotMyPresident #JohnMcCainDay #fucktrump #ImpeachTrumpNow #orangemenace,1,1,0,1
441,1945,"#DoctorsFightBack: 'We're not outsiders, we're not BJP, we're not CPM, we're Doctors,' say protesting doctors at Kolkata's NRS Hospital refuting Mamata Banerjee's claims    https://t.co/rp4zoCyTaj",1,1,0,0
442,3346,@ANINewsUP @zoo_bear Stone to death.    #Rapist,1,1,1,1
443,6241,At first Mamata Didi threatened BJP workers    Later she threatened the Doctors who were attacked by 'Dara Hua' youths    Now she has arrested Primary teachers    * Their mistake was that they demanded salary hike    Hence proved that LEGAL things are not permitted in Didi's Bengal,0,1,0,0
444,6787,Attack on any place of worship or worshippers is an attack on the very pluralism & diversity of our dear country.    This act of vandalism is highly condemnable & I demand that the culprits be prosecuted & convicted in a time-bound manner,0,0,0,0
445,2465,Basically Congress and it's allies do not like Hindus and PM represents as a Hindu which they absolutely reject. Entire Congress and it's supporters should be thrown out of this country. \n#GandiNaaliAbuse,0,1,0,0
446,6209,Go on then? All sorted is it?,1,1,1,1
447,3176,#spermineye #rapist #weed #waitTHEconversationto make you cleanse me,1,1,0,0
448,6162,What r Muslims in India doing on #TripleTalaqBill ?   Their lack of knowledge about Islam clearly exposed. Is there none who can explain talaq procedure in Islam frm Qur'aan n Sunah at court/parliament?.   Islam never encourage triple talaq. It's a disgrace permission like begging.,0,1,0,0
449,3280,@SBSNews He should have received the death penalty as did his victim. #Murderer,1,1,1,1
450,3737,Alabama woman claims court is letting her #rapist uncle see their kids https://t.co/2o7hidetvy via @MailOnline,1,1,0,1
451,2999,"@IvDeirdre Who was the attorney for  #CoreyJones family against #murderer, #NoumanRaja? 😨",1,1,0,1
452,3147,@CMofKarnataka @DVSBJP @BSYBJP How come @BJP4Karnataka not forcing Ruling govt for CBI investigation? #IMAfraud SIT and CID means just washing hands. Victims will not get justice best example is #TGSFraud,1,1,1,1
453,4095,Save the saviour #Savethedoctors   #SaveBengal   #DoctorsFightBack https://t.co/vRtTvRw7WH,1,1,0,1
454,4837,"@wvjoe911 What in the HELL is WRONG with #Alabama?  State law FORCES #Rape #Victim to allow #ParentalRights to #RAPIST?   F,,,ing SICK!   #BoycottAlabama till this CHANGES!   https://t.co/n3jTBGz8RC",1,1,1,1
455,6965,Commemorating the great warrior queen Laxmibai of Jhansi on her death anniversary. One of the bravest women the world has seen!   #RaniLaxmibai #JhansiKiRani #लक्ष्मीबाई ,1,1,1,1
456,4742,The Trump administration is putting LGBTQ immigrants in solitary confinement #Resist #ResistTrump #FuckTrump https://t.co/UvexTzPcTb,1,1,1,1
457,6754,"Losing is okay, but not even trying to win is sad...     #INDvENG",1,1,1,1
