,id,text,class,chatGPT_few_default_1,chatGPT_few_default_2,chatGPT_zero_default_1,chatGPT_zero_default_2,chatGPT_zero_specific_1,chatGPT_zero_specific_2,chatGPT_few_specific_1,chatGPT_few_specific_2,chatGPT_counterfactual_default_1,chatGPT_counterfactual_default_2,chatGPT_counterfactual_specific_1,chatGPT_counterfactual_specific_2,id_y,class_y,flan_xl_few_default_1,flan_xl_few_default_2,flan_xl_few_default_3,flan_xl_zero_default_1,flan_xl_zero_default_2,flan_xl_zero_default_3,flan_xl_zero_specific_1,flan_xl_zero_specific_2,flan_xl_zero_specific_3,flan_xl_few_specific_1,flan_xl_few_specific_2,flan_xl_few_specific_3,flan_xl_counterfactual_default_1,flan_xl_counterfactual_default_2,flan_xl_counterfactual_default_3,flan_xl_counterfactual_specific_1,flan_xl_counterfactual_specific_2,flan_xl_counterfactual_specific_3
87,"11463    34517
10795    30916
9898     32262
2500      2701
9121     30552
4006      4207
5800      6001
4589      4790
10952    32323
10200    31644
4494      4695
6976      7177
6369      6570
450        651
7992      8193
5956      6157
6294      6495
7816      8017
9325     32571
4518      4719
4608      4809
Name: id, dtype: int64",@notwokieleaks His whole argument is that it wasn't that bad because mostly gay people died from it. He's a cunt.,0,1,0,1,1,1,1,1,1,1,1,1,1,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
88,"11463    34517
10795    30916
9898     32262
2500      2701
9121     30552
4006      4207
5800      6001
4589      4790
10952    32323
10200    31644
4494      4695
6976      7177
6369      6570
450        651
7992      8193
5956      6157
6294      6495
7816      8017
9325     32571
4518      4719
4608      4809
Name: id, dtype: int64",#BuildTheWallNow Before the Midterm elections @potus @realDonaldTrump @vp @SenateMajLdr #MAGA #MakeDCListen #NoAmnesty #NoDACAdeal #MandateEverify #EndChainMigration,0,0,0,3,1,0,0,0,3,0,0,3,0,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
89,"4494     4695
6976     7177
6369     6570
450       651
7992     8193
5956     6157
6294     6495
7816     8017
9325    32571
4518     4719
4608     4809
Name: id, dtype: int64",@JoeNBC The cowards are the corrupt establishment. Trump and the American working class will win over the D.C. establishment. #MAGA #Kavanaugh #walkaway #burtreynolds #BuildThatWall @realDonaldTrump @RealJamesWoods @IngrahamAngle @DonaldJTrumpJr @LouDobbs,1,0,3,0,0,0,0,0,0,1,0,0,0,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,"4494     4695
6976     7177
6369     6570
450       651
7992     8193
5956     6157
6294     6495
7816     8017
9325    32571
4518     4719
4608     4809
Name: id, dtype: int64",RT @tasteslikesarc: I bet a lot of people's therapists are dying to meet me just to see if the stories are true.,0,3,0,0,0,0,0,0,0,0,0,0,0,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,"4494     4695
6976     7177
6369     6570
450       651
7992     8193
5956     6157
6294     6495
7816     8017
9325    32571
4518     4719
4608     4809
Name: id, dtype: int64",not jacking off to hentai mind you my cock been dead for days but busy reading!,0,0,0,0,0,0,0,0,0,0,0,0,0,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,"4494     4695
6976     7177
6369     6570
450       651
7992     8193
5956     6157
6294     6495
7816     8017
9325    32571
4518     4719
4608     4809
Name: id, dtype: int64",Sweden is an open country. For refugeeshousing they spend 32 MIO.USD. 3 houses for 3 wifes with 16 kids Sweden give for an islamist. https://t.co/JGuugAmvzX,0,1,1,1,1,1,1,1,1,1,1,1,1,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,"4494     4695
6976     7177
6369     6570
450       651
7992     8193
5956     6157
6294     6495
7816     8017
9325    32571
4518     4719
4608     4809
Name: id, dtype: int64","For all the cougars that keep hitting me up to fuck... You're out of my age range, hit this dude up instead https://t.co/2HgFCVx4C5",0,0,0,1,1,1,0,1,1,0,1,0,0,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,"4494     4695
6976     7177
6369     6570
450       651
7992     8193
5956     6157
6294     6495
7816     8017
9325    32571
4518     4719
4608     4809
Name: id, dtype: int64",@Stanwhu1 @Baz1980WHU @torrid_times She is a filthy whore cunt. Didnt change her own name when she got married but… https://t.co/Doxz0F77h7,1,1,1,1,1,1,1,1,1,1,1,1,1,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
95,"4494     4695
6976     7177
6369     6570
450       651
7992     8193
5956     6157
6294     6495
7816     8017
9325    32571
4518     4719
4608     4809
Name: id, dtype: int64",French MPs are demanding changes to the law on child rape after prosecutors ruled that an 11yr-old girl consented to sex with a man aged 28.,0,3,3,0,0,3,0,3,0,0,0,0,0,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,"4494     4695
6976     7177
6369     6570
450       651
7992     8193
5956     6157
6294     6495
7816     8017
9325    32571
4518     4719
4608     4809
Name: id, dtype: int64","@MollyReid_ I bet you were, you SKANK! 😭",0,3,1,1,1,1,1,1,1,1,1,1,1,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,"4494     4695
6976     7177
6369     6570
450       651
7992     8193
5956     6157
6294     6495
7816     8017
9325    32571
4518     4719
4608     4809
Name: id, dtype: int64","Thank you so much for this link, Lisa.I''ve suspected 4 awhile that the Zionist #Globalists were orchestrating the rapefugeeinvasion of #Europe . Even as nationalismseems 2 be gaining some momentum, I'mvery concerned that they too have beenco-opted by Bolshevik Zionism.",0,3,3,1,1,1,1,1,1,1,1,1,1,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,"4494     4695
6976     7177
6369     6570
450       651
7992     8193
5956     6157
6294     6495
7816     8017
9325    32571
4518     4719
4608     4809
Name: id, dtype: int64","Don't speak bitch,just Die Die Die Why can't you go bye bye bye? Cause I will take your life away So turn around and just shut the fuck up!""",1,1,1,1,1,1,1,1,1,1,1,1,1,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
